time,Avg_I_L1,Min_I_L1,Max_I_L1,Avg_I_L2,Min_I_L2,Max_I_L2,Avg_I_L3,Min_I_L3,Max_I_L3,Avg_U_L1,Min_U_L1,Max_U_L1,Avg_U_L2,Min_U_L2,Max_U_L2,Avg_U_L3,Min_U_L3,Max_U_L3,Avg_b_charge,Min_b_charge,Max_b_charge,Avg_P,Min_P,Max_P,Avg_Q,Min_Q,Max_Q
06.01.1840 20:55:00,85.08,12.44,6.97,25.87,5.42,37.11,56.30,114.12,105.42,23.85,52.22,38.55,14.19,73.50,12.34,85.22,20.70,97.62,3.37,119.90,40.89,3.05,55.63,53.27,33.58,59.99,116.14
06.01.1840 21:00:00,71.97,40.21,36.99,88.85,60.77,70.34,48.61,27.20,0.94,107.10,99.48,108.95,89.54,100.12,53.74,72.21,54.67,51.28,82.43,29.32,61.64,4.31,55.06,29.74,54.29,110.62,15.66
06.01.1840 21:05:00,63.25,58.07,39.03,66.37,14.81,13.28,30.51,18.88,117.84,35.46,113.70,42.54,111.34,56.27,90.14,72.51,39.70,51.58,24.77,81.99,74.08,45.68,2.44,24.49,60.13,106.27,25.36
06.01.1840 21:10:00,91.05,83.92,117.83,22.53,77.81,85.23,33.81,42.68,91.86,48.73,94.94,4.86,113.60,7.45,54.07,25.61,119.43,4.69,70.54,100.99,75.01,45.70,0.41,37.22,33.36,115.29,99.27
06.01.1840 21:15:00,6.45,31.58,37.80,22.75,35.46,40.47,71.14,91.66,24.87,99.58,33.37,108.26,70.87,53.27,36.53,94.67,57.51,68.87,101.00,114.79,54.03,53.51,77.07,117.04,20.22,70.56,52.83
06.01.1840 21:20:00,71.50,98.99,86.51,53.85,52.17,76.53,26.86,37.71,81.83,76.35,59.77,101.80,30.07,46.36,114.79,14.98,64.92,37.39,81.07,35.60,32.33,36.51,111.03,29.49,50.83,95.83,110.50
06.01.1840 21:25:00,50.81,44.74,22.75,22.93,26.78,37.95,117.56,36.66,40.68,73.05,56.67,64.19,41.07,90.59,119.20,117.92,97.71,118.44,8.36,57.39,102.23,67.25,102.21,113.44,26.36,59.44,114.11
06.01.1840 21:30:00,37.46,115.00,107.03,44.99,47.96,18.29,0.48,95.07,30.89,90.41,76.47,81.15,14.62,4.94,89.55,16.47,78.35,77.26,35.12,55.97,71.33,78.22,72.93,73.97,56.93,86.68,94.69
06.01.1840 21:35:00,38.02,13.76,96.53,45.98,87.35,36.10,87.20,85.60,108.89,1.75,64.92,111.23,58.79,16.29,64.93,10.36,29.56,42.99,12.52,2.46,31.93,28.87,22.37,49.70,4.07,24.96,19.04
06.01.1840 21:40:00,88.24,79.04,26.80,97.89,101.62,86.49,76.44,51.14,9.65,113.81,26.79,41.83,75.09,107.00,0.86,69.32,18.22,97.15,109.06,24.57,30.88,76.61,9.48,53.61,30.69,119.14,33.36
06.01.1840 21:45:00,8.10,15.57,106.17,116.61,6.82,83.16,85.60,69.94,106.24,104.76,100.69,10.14,55.36,59.47,76.77,99.26,23.21,81.93,35.70,90.56,115.81,26.80,111.63,98.83,68.88,112.43,67.58
06.01.1840 21:50:00,75.34,77.14,103.25,96.46,42.95,18.43,75.12,31.50,67.81,1.66,97.67,52.67,58.21,116.47,108.34,68.29,96.07,77.00,26.10,102.67,118.53,41.40,46.66,79.96,17.27,55.21,60.79
06.01.1840 21:55:00,27.43,56.26,33.65,47.59,38.80,99.24,53.78,59.23,50.07,6.02,119.50,32.07,87.40,29.56,33.68,3.41,94.55,13.41,82.98,110.27,3.50,93.76,18.71,94.80,16.32,9.19,52.41
06.01.1840 22:00:00,105.97,101.18,112.88,21.97,116.31,30.45,78.60,114.33,17.63,90.39,21.15,35.76,33.90,35.84,113.83,79.73,108.54,1.26,64.06,83.73,110.88,77.14,95.95,114.83,22.81,20.30,65.75
06.01.1840 22:05:00,33.51,79.17,21.26,21.83,47.96,79.67,34.49,71.93,81.21,72.07,12.32,48.56,103.64,112.27,13.69,89.08,83.98,76.26,57.40,108.21,21.97,78.34,98.91,98.02,57.81,104.17,94.19
06.01.1840 22:10:00,26.44,83.16,110.16,80.44,86.18,19.26,19.48,22.43,42.88,3.38,9.04,99.28,56.19,32.18,106.37,25.74,109.75,79.35,2.11,48.13,54.75,36.26,50.40,52.89,80.72,59.71,102.31
06.01.1840 22:15:00,105.17,83.16,27.88,50.32,44.02,9.46,103.12,79.29,70.52,25.08,26.27,8.88,6.00,59.92,24.06,44.63,116.25,106.44,99.03,29.56,33.29,28.99,117.33,3.84,1.18,10.32,77.83
06.01.1840 22:20:00,13.51,42.91,104.36,44.45,105.80,5.81,10.41,100.64,114.82,105.66,13.45,67.81,72.10,22.10,20.15,44.93,50.17,108.13,85.27,30.00,47.03,27.28,73.92,40.01,19.58,77.00,67.80
06.01.1840 22:25:00,100.35,53.80,6.28,33.06,119.36,94.04,51.32,77.07,20.68,101.64,48.13,116.05,83.25,58.42,55.38,11.83,89.18,100.49,81.73,16.36,27.62,90.22,78.82,107.41,75.44,105.50,52.42
06.01.1840 22:30:00,33.48,81.82,5.14,15.53,115.32,16.47,23.34,94.14,41.93,45.00,50.51,96.10,66.84,110.55,48.69,56.21,2.99,80.78,61.96,46.16,21.47,54.60,102.48,106.07,29.83,6.93,72.90
06.01.1840 22:35:00,38.18,112.09,110.39,68.54,30.04,68.48,84.04,42.06,18.18,46.73,48.29,1.63,61.12,5.34,42.20,29.86,94.42,46.84,66.50,81.77,101.42,18.06,46.17,22.07,53.23,92.33,118.90
06.01.1840 22:40:00,116.50,11.20,92.22,104.56,43.66,27.34,50.72,85.36,98.44,30.70,15.47,49.19,81.55,65.12,31.78,26.84,73.31,118.30,116.52,83.86,41.84,58.94,23.45,79.40,90.45,36.63,4.06
06.01.1840 22:45:00,7.97,71.85,111.71,73.91,47.75,14.60,96.08,13.16,55.54,39.92,96.89,25.35,0.15,8.01,24.20,117.80,113.61,38.52,52.21,111.07,96.49,20.86,95.23,113.21,24.74,68.72,47.33
06.01.1840 22:50:00,116.18,60.96,60.05,42.60,103.76,40.81,90.90,11.64,67.04,31.66,1.03,67.03,25.42,59.73,61.47,28.91,99.76,83.28,27.60,80.97,46.23,40.95,25.11,116.81,112.23,96.56,39.61
06.01.1840 22:55:00,90.02,6.68,84.89,107.78,72.20,60.55,48.99,32.94,13.89,93.54,16.07,49.65,9.92,0.29,110.84,32.56,46.51,63.26,98.57,0.37,116.56,73.71,33.35,54.03,23.34,3.57,64.39
06.01.1840 23:00:00,36.89,77.86,119.68,108.87,16.10,71.52,41.41,73.24,110.23,8.29,70.58,97.52,93.21,76.79,6.68,48.22,38.03,59.86,90.35,85.44,59.34,38.72,73.63,52.15,94.33,98.85,28.63
06.01.1840 23:05:00,106.17,82.00,115.60,97.22,8.01,61.34,33.92,10.78,54.86,71.05,78.65,37.21,60.68,73.34,59.15,60.42,13.10,29.84,23.71,60.80,17.23,28.47,3.85,112.61,56.08,6.13,113.57
06.01.1840 23:10:00,23.03,7.19,53.20,90.18,108.87,94.96,60.36,51.02,46.33,92.91,119.29,8.07,1.31,93.07,29.53,115.11,99.49,38.73,63.79,118.69,78.19,86.06,16.90,78.35,68.44,53.46,105.70
06.01.1840 23:15:00,97.23,95.88,78.36,33.34,31.62,114.11,100.60,54.67,105.91,49.45,57.51,76.01,14.34,108.73,61.10,0.58,103.91,62.77,80.61,54.83,51.63,68.85,9.51,11.51,48.55,31.98,7.04
06.01.1840 23:20:00,38.03,3.09,34.96,116.19,34.54,52.78,9.13,73.69,66.67,30.54,21.05,90.98,1.97,101.59,94.11,115.14,48.19,19.70,13.52,39.35,33.80,10.96,71.03,75.65,61.18,33.21,46.29
06.01.1840 23:25:00,106.16,1.74,31.69,8.05,119.65,106.82,98.87,89.68,50.17,55.80,86.47,31.66,14.75,45.69,76.32,23.68,65.31,38.43,118.53,97.18,89.26,78.30,79.10,41.06,13.10,115.41,47.64
06.01.1840 23:30:00,37.59,26.31,55.50,92.39,118.26,91.16,111.98,39.98,4.20,89.62,4.27,52.92,28.13,50.46,82.57,22.90,79.85,11.14,31.09,80.50,50.62,1.28,27.27,40.91,40.76,37.23,116.28
06.01.1840 23:35:00,35.57,51.03,8.54,12.64,100.16,20.36,87.28,24.79,51.00,98.10,32.95,112.87,6.50,67.58,108.45,63.61,115.26,42.56,98.73,95.44,110.62,23.06,62.21,20.68,50.41,114.21,4.47
06.01.1840 23:40:00,84.64,106.93,20.48,48.59,6.91,30.11,0.12,54.62,75.62,27.30,30.28,76.85,11.06,27.75,23.14,105.22,73.72,85.88,31.42,25.98,45.59,34.65,5.49,29.53,16.32,117.28,41.82
06.01.1840 23:45:00,78.26,35.51,37.41,45.04,38.75,110.88,76.66,59.00,25.13,98.90,80.10,92.97,5.06,48.54,58.30,14.15,104.99,115.68,39.14,12.30,105.64,72.05,99.62,82.26,48.66,94.36,119.19
06.01.1840 23:50:00,116.48,63.91,108.14,63.79,43.44,55.68,115.63,75.61,54.17,119.94,0.47,43.70,94.05,68.88,62.77,99.13,82.52,19.53,68.64,98.75,16.24,1.65,28.99,95.50,7.52,83.74,96.34
06.01.1840 23:55:00,23.34,27.62,117.32,72.50,75.61,65.55,57.55,72.74,10.11,26.58,110.57,11.56,58.77,38.58,116.57,21.14,103.57,56.11,117.78,28.84,8.27,14.12,40.90,94.88,97.75,5.76,83.94
07.01.1840 00:00:00,116.12,108.63,112.06,92.14,51.44,43.25,119.37,70.03,100.55,105.78,75.52,40.58,114.55,115.18,17.92,26.06,11.90,51.23,101.00,50.78,110.73,43.01,14.13,53.08,113.51,70.23,69.73
07.01.1840 00:05:00,116.63,25.20,34.77,114.14,30.95,74.60,56.32,100.79,55.90,80.20,101.58,97.24,99.29,111.06,47.47,64.67,86.10,109.01,41.70,34.66,59.18,15.15,90.50,57.03,20.06,3.91,83.17
07.01.1840 00:10:00,70.93,20.36,47.58,114.06,97.32,65.13,96.41,110.63,40.67,112.96,60.57,103.23,112.76,104.53,64.38,36.61,93.55,90.83,73.40,14.69,15.22,100.86,86.50,32.60,68.42,119.01,21.95
07.01.1840 00:15:00,53.26,119.48,56.45,116.92,89.06,11.33,64.12,41.14,13.77,16.96,53.39,66.00,58.99,2.66,31.66,2.17,97.38,106.84,26.52,55.77,28.36,37.14,99.28,1.49,51.78,41.69,109.50
07.01.1840 00:20:00,18.70,6.44,47.24,44.68,17.19,61.05,22.56,54.43,87.17,95.06,113.50,63.85,28.95,31.07,26.55,52.53,53.19,42.77,55.23,29.28,50.25,91.93,63.43,112.14,57.06,88.14,57.60
07.01.1840 00:25:00,86.47,102.90,59.00,105.86,24.42,58.00,48.34,116.88,74.31,39.49,58.68,70.62,102.66,93.09,1.88,78.69,12.69,33.19,76.11,76.75,17.70,45.97,84.43,36.08,4.85,37.82,48.60
07.01.1840 00:30:00,66.93,5.23,104.36,106.54,85.40,89.98,69.10,93.50,84.48,101.93,68.48,101.02,39.18,70.94,108.95,59.96,0.54,87.33,113.80,88.33,74.79,41.79,75.43,112.41,115.36,0.48,27.74
07.01.1840 00:35:00,93.33,53.41,40.58,72.03,12.16,114.42,5.13,58.48,13.65,82.99,62.80,75.66,38.99,52.58,13.57,97.73,80.17,46.08,55.84,11.08,7.94,78.55,76.50,101.58,105.22,37.55,97.12
07.01.1840 00:40:00,58.19,68.48,78.98,33.68,23.08,88.14,73.06,55.19,50.02,56.89,40.53,94.52,1.88,112.72,72.63,53.27,85.40,119.36,12.03,78.00,29.94,10.91,14.45,92.91,61.22,27.28,38.21
07.01.1840 00:45:00,68.02,103.35,16.53,105.75,103.93,45.36,24.85,112.77,44.72,112.33,23.33,61.70,56.89,57.16,1.49,91.21,28.12,12.51,53.27,15.39,62.04,22.52,13.86,74.71,104.39,85.10,51.81
07.01.1840 00:50:00,59.75,62.36,42.08,117.05,98.93,9.39,76.33,44.88,60.08,48.72,7.44,19.27,77.87,84.73,3.90,47.10,62.15,117.81,73.74,91.25,81.30,102.27,59.06,64.12,60.32,28.75,109.89
07.01.1840 00:55:00,78.93,57.78,12.63,116.89,64.31,30.51,84.58,61.14,90.91,108.77,119.39,58.13,83.38,45.61,24.07,27.10,28.05,11.66,31.27,54.78,85.23,102.47,23.02,83.76,9.58,70.09,56.82
07.01.1840 01:00:00,116.51,23.13,63.54,84.04,115.37,107.44,32.80,113.02,67.30,33.33,68.08,25.98,19.20,4.52,46.71,53.32,72.32,112.23,2.83,102.43,5.50,76.84,37.56,59.37,112.98,31.11,27.42
07.01.1840 01:05:00,75.74,28.90,45.82,29.40,17.62,21.55,46.94,67.14,67.86,67.28,34.48,41.79,73.81,101.21,101.46,114.63,79.55,14.17,83.75,1.95,56.54,7.32,17.65,76.65,73.37,15.13,10.64
07.01.1840 01:10:00,39.20,21.18,66.41,14.88,67.55,39.43,52.41,64.08,29.75,104.46,55.21,106.10,67.65,18.02,29.00,96.78,15.59,66.76,108.09,59.55,74.52,60.44,16.10,18.85,119.02,40.59,77.50
07.01.1840 01:15:00,94.83,36.51,88.41,24.86,14.84,119.13,43.17,91.90,72.20,99.14,82.88,58.10,61.70,104.24,63.67,7.90,103.07,47.39,116.18,96.52,54.46,26.38,112.25,52.95,46.50,78.35,90.11
07.01.1840 01:20:00,37.22,49.50,46.80,38.36,86.11,108.86,22.35,99.00,92.56,115.04,43.12,63.53,60.73,85.85,16.13,49.20,96.94,65.15,79.87,60.88,102.72,9.97,105.28,96.80,18.11,24.70,31.95
07.01.1840 01:25:00,89.11,94.34,51.90,41.60,82.98,79.19,15.59,109.75,91.52,10.41,105.11,31.59,62.02,118.07,40.35,73.69,22.15,113.16,117.52,71.98,113.94,28.33,43.56,110.75,42.57,41.22,7.96
07.01.1840 01:30:00,95.07,42.98,79.96,55.37,83.46,19.06,16.54,37.75,53.12,69.04,104.27,68.01,119.61,88.29,24.48,62.58,23.97,45.67,59.50,36.41,33.98,30.91,93.43,90.78,49.92,119.40,23.09
07.01.1840 01:35:00,118.09,41.71,76.14,35.49,58.80,3.25,37.84,13.04,13.37,16.94,53.05,71.30,19.93,110.38,30.76,12.10,67.25,19.61,25.03,107.81,5.04,66.50,12.91,106.15,45.12,70.08,80.50
07.01.1840 01:40:00,61.75,38.07,105.82,18.85,1.38,111.25,119.13,67.07,71.14,61.53,41.14,31.93,66.83,39.90,105.47,87.71,106.43,36.98,59.79,94.12,39.93,25.64,65.51,90.15,50.11,71.60,47.85
07.01.1840 01:45:00,68.24,94.58,55.96,5.99,117.17,116.54,29.27,54.10,33.12,115.63,93.88,82.75,105.61,67.34,18.63,119.24,6.41,36.83,50.71,119.14,38.41,32.50,26.35,112.96,17.44,99.55,110.51
07.01.1840 01:50:00,61.96,38.69,53.33,115.17,66.14,33.57,27.21,14.91,3.20,24.04,23.17,6.39,111.22,71.73,118.77,81.58,57.88,57.19,23.91,46.20,103.28,115.11,7.23,32.62,54.04,67.68,96.20
07.01.1840 01:55:00,76.60,36.02,50.50,114.18,68.42,31.94,47.55,92.84,105.56,21.20,109.85,112.83,16.41,117.06,47.25,38.50,44.96,4.13,33.00,89.21,61.97,44.99,56.25,98.30,72.32,72.85,73.36
07.01.1840 02:00:00,15.92,10.78,41.26,0.59,91.49,98.94,51.03,102.63,71.20,76.39,29.50,33.80,56.02,16.05,75.98,88.07,93.42,76.42,75.55,55.62,115.57,52.52,39.92,112.66,49.12,34.87,83.70
07.01.1840 02:05:00,40.51,76.32,91.32,101.36,52.69,104.45,6.60,55.51,101.55,115.95,57.71,102.91,100.42,51.49,73.89,86.96,9.25,12.57,77.84,75.40,101.11,79.45,101.23,36.32,92.05,13.20,29.21
07.01.1840 02:10:00,44.96,54.28,30.10,0.25,114.11,61.01,50.30,20.23,94.55,84.83,34.76,81.15,21.13,97.35,59.05,94.77,87.63,73.76,0.03,87.27,22.11,43.38,5.27,111.17,67.71,38.49,65.58
07.01.1840 02:15:00,79.07,43.83,117.06,85.12,79.99,101.67,111.46,92.78,80.68,66.06,107.88,74.32,40.02,25.23,94.05,116.09,42.46,98.67,101.74,103.20,58.87,47.01,85.71,15.36,52.52,40.73,23.40
07.01.1840 02:20:00,78.50,0.47,44.76,26.09,15.21,27.84,75.28,16.26,33.51,93.54,54.23,26.13,28.52,72.58,47.71,44.26,11.32,77.00,109.19,36.39,59.23,34.41,8.86,14.04,6.33,14.84,71.67
07.01.1840 02:25:00,73.40,24.47,5.81,68.16,95.22,105.44,66.18,77.19,24.91,0.86,7.17,116.52,115.76,96.38,102.25,57.81,97.94,94.47,58.52,53.21,60.79,51.43,31.12,45.00,41.13,73.08,49.09
07.01.1840 02:30:00,81.87,107.69,33.09,77.25,61.91,99.23,118.50,39.63,59.76,93.44,48.63,13.65,51.68,46.74,51.96,101.03,12.98,11.08,35.54,76.34,31.84,93.77,44.33,94.36,6.62,61.83,101.46
07.01.1840 02:35:00,71.32,81.86,106.12,118.54,62.38,9.07,48.68,81.04,64.66,75.38,63.01,66.73,67.15,81.33,32.90,55.16,4.07,94.44,50.03,77.77,63.42,29.17,9.59,4.52,12.96,98.56,52.76
07.01.1840 02:40:00,0.39,38.62,5.46,62.29,17.59,14.17,59.02,52.54,72.04,32.93,10.88,15.69,45.86,33.42,31.28,103.16,81.20,14.66,67.33,50.63,104.04,13.00,64.52,88.31,15.28,111.63,17.13
07.01.1840 02:45:00,85.34,32.44,26.41,60.56,66.75,36.49,51.76,26.22,28.25,51.21,46.22,5.93,66.70,46.05,55.67,9.80,90.58,87.69,31.44,10.43,36.51,17.06,53.46,86.72,109.82,69.75,56.58
07.01.1840 02:50:00,24.65,21.29,68.47,45.26,60.23,107.29,104.68,6.54,33.03,50.47,87.77,27.86,36.29,118.86,116.92,50.34,23.17,95.47,65.77,73.42,58.80,43.45,6.68,89.31,12.21,30.76,25.58
07.01.1840 02:55:00,107.88,75.70,52.81,68.64,106.94,119.86,51.70,111.08,16.36,24.16,60.47,97.01,67.99,98.76,105.33,36.03,98.77,66.98,19.68,60.29,26.37,33.55,68.49,68.06,66.92,75.67,99.67
07.01.1840 03:00:00,117.64,86.39,72.92,46.21,19.11,56.82,45.43,66.48,100.95,18.82,82.05,106.09,18.85,118.62,105.02,11.83,3.69,3.51,0.16,49.92,8.45,26.00,95.64,47.92,116.95,18.74,86.32
07.01.1840 03:05:00,96.88,113.55,36.13,5.21,114.58,92.03,81.34,43.01,76.34,60.96,37.19,87.21,23.81,100.02,20.53,20.78,67.29,42.62,119.04,24.41,116.83,19.48,71.03,58.18,18.33,69.17,35.39
07.01.1840 03:10:00,114.08,39.41,81.63,49.94,46.02,62.28,119.59,2.89,5.86,18.68,12.31,48.02,98.18,76.73,104.16,50.24,119.88,82.38,102.85,7.68,66.92,102.59,60.97,37.04,97.80,83.04,58.05
07.01.1840 03:15:00,35.28,57.16,104.96,47.01,75.01,21.21,9.79,95.88,69.59,92.05,96.34,108.05,10.54,62.87,89.23,89.08,96.36,115.17,45.95,23.12,108.09,13.52,42.55,90.97,80.12,86.86,83.50
07.01.1840 03:20:00,34.07,89.49,13.18,44.81,17.05,13.43,56.91,38.31,65.86,78.30,54.39,80.73,97.34,92.90,58.17,22.84,91.44,94.38,25.12,66.96,116.73,12.17,48.96,105.23,118.15,22.26,101.60
07.01.1840 03:25:00,39.34,5.18,49.05,9.58,117.85,100.62,4.95,50.79,16.36,58.96,113.65,90.86,11.98,31.22,113.09,16.10,61.57,37.16,13.71,101.43,110.72,1.48,97.48,112.78,54.31,72.31,61.74
07.01.1840 03:30:00,109.00,29.89,88.14,113.61,71.09,42.59,91.64,16.89,64.34,100.35,27.39,2.30,77.17,90.58,58.16,25.58,114.92,118.35,20.25,12.74,22.50,92.79,66.29,118.71,23.61,21.72,51.69
07.01.1840 03:35:00,68.00,69.86,80.67,33.85,32.80,73.17,29.35,61.05,55.48,7.33,17.66,111.88,56.19,66.71,55.22,32.67,80.44,70.06,11.69,18.62,33.13,85.10,32.76,35.13,36.19,16.54,8.34
07.01.1840 03:40:00,80.68,104.28,68.62,118.31,93.68,55.60,42.94,100.41,22.56,70.64,3.22,66.22,35.41,63.78,84.72,82.82,100.03,34.23,111.09,102.12,29.02,93.71,5.16,44.04,45.31,44.66,61.72
07.01.1840 03:45:00,11.73,31.34,49.18,23.41,89.08,55.84,98.20,110.81,51.17,109.35,0.67,85.17,34.45,117.61,102.64,74.33,28.53,70.67,8.03,58.18,58.67,55.26,57.95,63.17,19.30,62.06,41.93
07.01.1840 03:50:00,40.74,66.00,12.84,53.17,46.82,112.33,11.94,20.22,52.34,61.76,26.22,40.79,36.23,113.50,55.61,91.41,55.48,29.16,66.18,42.83,93.45,27.61,54.99,63.01,33.36,88.77,90.33
07.01.1840 03:55:00,69.77,112.01,92.83,95.16,6.24,35.66,3.84,95.11,29.45,117.98,48.07,83.42,43.55,119.75,64.35,51.64,92.08,81.77,108.65,95.15,67.68,33.33,61.44,83.84,46.25,43.32,18.93
07.01.1840 04:00:00,43.58,24.39,83.83,33.00,32.45,15.88,83.72,51.47,61.46,3.92,62.57,89.35,86.79,2.48,93.19,14.90,114.53,71.00,107.40,15.56,42.22,117.95,70.71,22.75,36.14,5.27,20.08
07.01.1840 04:05:00,25.22,66.16,4.18,12.03,9.70,18.38,99.31,2.70,70.76,61.21,99.42,40.24,24.34,6.28,90.69,101.26,104.92,32.17,31.10,53.08,107.30,36.21,70.54,3.66,115.22,25.18,30.31
07.01.1840 04:10:00,103.62,53.60,67.56,19.55,88.32,112.24,92.71,47.39,57.80,95.23,46.55,9.79,27.98,56.31,48.53,58.38,55.36,55.81,74.13,116.21,9.10,79.36,91.92,75.85,106.67,23.84,92.15
07.01.1840 04:15:00,6.37,112.47,51.76,66.82,27.40,76.58,33.53,14.51,31.75,88.15,107.93,95.18,28.52,110.19,60.31,41.43,8.35,49.27,65.31,100.81,28.41,96.92,101.92,8.95,104.94,16.42,81.03
07.01.1840 04:20:00,81.01,118.48,74.83,1.94,103.70,25.00,114.62,21.39,112.11,88.56,102.70,74.57,45.20,45.42,18.61,56.56,25.07,37.78,98.74,56.86,48.14,47.92,57.52,90.75,62.85,97.97,58.11
07.01.1840 04:25:00,105.80,17.64,98.83,95.77,71.52,104.52,53.72,103.46,55.21,77.76,81.18,55.61,80.46,100.95,90.02,7.73,9.17,96.42,8.65,65.79,99.92,36.85,31.80,95.17,75.84,65.94,18.25
07.01.1840 04:30:00,71.71,79.59,112.77,85.31,71.41,92.04,79.20,36.76,31.31,61.21,55.08,40.40,49.14,73.91,7.45,20.34,29.37,66.21,33.66,20.59,21.59,74.88,113.99,83.25,104.48,16.48,98.57
07.01.1840 04:35:00,104.67,38.60,114.08,48.46,118.64,30.96,105.93,57.34,70.52,8.54,90.35,58.82,11.30,63.25,105.77,68.55,67.23,72.95,80.43,25.19,80.94,85.89,75.02,115.96,26.47,99.41,38.55
07.01.1840 04:40:00,61.19,103.77,34.55,96.24,118.35,43.94,88.28,29.96,63.49,49.91,7.96,118.76,88.82,60.54,1.79,119.14,39.83,55.57,62.19,25.68,116.44,0.81,112.45,100.04,114.98,48.74,60.58
07.01.1840 04:45:00,1.86,83.74,66.80,47.29,84.23,91.19,19.92,53.08,70.22,53.64,64.50,56.19,114.43,29.08,32.23,85.39,10.14,35.84,73.78,69.97,74.79,107.74,34.93,97.21,85.41,25.81,25.64
07.01.1840 04:50:00,42.36,105.63,11.74,3.68,8.10,115.04,47.39,113.70,5.79,110.25,67.99,32.03,86.24,96.10,79.93,7.04,13.88,84.99,16.11,80.02,31.72,70.20,107.41,110.60,91.23,44.79,26.67
07.01.1840 04:55:00,18.08,61.06,113.19,118.99,53.07,108.79,113.79,0.79,11.86,77.76,32.26,53.06,55.24,23.72,19.30,110.10,104.11,77.64,0.94,92.09,91.23,62.40,4.09,67.92,79.54,87.16,43.33
07.01.1840 05:00:00,48.26,79.49,105.29,60.21,48.28,76.57,26.59,88.70,67.42,90.68,92.05,91.44,39.65,114.22,57.17,103.35,31.22,24.20,38.46,55.17,12.29,65.22,56.22,37.07,38.89,85.13,35.06
07.01.1840 05:05:00,44.71,13.42,73.29,30.17,32.82,58.55,74.12,110.26,38.02,119.55,102.47,7.13,65.33,40.01,89.76,74.05,4.81,19.68,0.38,55.80,39.04,7.27,28.81,4.68,68.94,114.73,97.51
07.01.1840 05:10:00,99.19,78.43,5.03,4.93,34.49,26.95,101.42,81.84,96.92,30.98,63.57,68.38,101.24,5.15,48.57,114.79,113.95,87.31,105.59,34.51,12.36,108.24,46.46,102.71,69.27,52.46,30.28
07.01.1840 05:15:00,20.71,107.24,51.95,5.10,47.09,52.41,18.04,63.05,52.25,36.52,85.58,21.46,104.41,56.65,98.96,14.84,3.16,103.17,8.23,30.37,37.82,107.96,108.45,63.63,38.99,57.35,38.00
07.01.1840 05:20:00,115.57,89.53,41.95,109.17,52.27,51.85,114.97,37.44,40.91,113.01,82.98,107.49,30.59,73.94,16.31,103.41,58.02,105.89,35.37,56.40,29.11,88.05,84.49,58.52,25.03,38.08,15.56
07.01.1840 05:25:00,106.35,73.77,28.40,115.39,73.87,65.18,113.03,3.81,38.46,64.69,100.07,34.31,19.79,41.56,58.51,82.50,27.97,75.09,68.96,25.00,27.52,11.90,76.54,3.79,45.74,35.83,110.82
07.01.1840 05:30:00,107.40,3.33,95.85,4.87,60.95,23.96,17.12,97.58,60.67,87.25,101.37,4.43,108.00,80.99,47.16,103.93,117.38,41.49,54.03,63.33,118.64,25.68,30.05,23.92,41.60,82.12,77.12
07.01.1840 05:35:00,45.24,88.79,3.80,102.33,99.03,66.34,38.11,115.35,49.18,100.49,98.44,5.70,95.21,119.42,86.58,112.76,16.06,92.13,5.37,53.48,9.89,51.04,47.25,38.53,31.99,83.10,42.69
07.01.1840 05:40:00,12.50,27.43,18.20,55.36,0.69,104.66,44.89,88.40,100.45,67.81,66.03,11.12,9.58,67.04,68.69,102.44,96.82,15.88,103.67,97.24,95.51,8.25,112.91,61.89,53.78,94.74,99.33
07.01.1840 05:45:00,85.51,114.37,82.03,13.77,30.65,40.00,54.20,80.72,26.23,27.56,19.22,30.15,52.25,113.18,20.81,15.70,9.40,110.31,65.26,5.39,89.33,53.83,73.78,50.01,45.04,70.02,64.94
07.01.1840 05:50:00,107.76,114.29,19.11,104.87,26.42,14.46,36.43,115.37,106.87,80.29,112.60,46.47,38.01,59.56,5.89,116.14,66.81,110.95,89.46,11.72,0.76,7.02,30.20,23.72,98.09,119.53,111.33
07.01.1840 05:55:00,39.10,41.71,111.64,10.10,113.76,28.90,87.51,113.57,66.29,5.00,108.81,3.03,53.88,86.44,80.36,96.20,0.98,20.50,39.35,114.50,32.55,87.20,115.96,8.03,66.12,72.57,63.65
07.01.1840 06:00:00,72.32,73.99,26.38,108.50,10.26,69.25,56.19,88.25,99.66,61.35,106.57,76.18,96.77,101.10,16.20,101.37,52.20,8.67,87.28,75.44,108.67,65.73,68.12,59.62,50.48,56.83,74.64
07.01.1840 06:05:00,57.13,72.32,29.77,9.08,71.63,100.74,26.63,102.75,44.13,70.78,102.27,69.78,35.74,44.46,91.81,40.76,119.76,39.42,45.21,109.38,9.05,59.31,42.40,23.69,92.31,75.06,39.16
07.01.1840 06:10:00,103.50,79.30,49.21,107.38,49.56,86.81,115.63,21.99,51.95,56.32,49.92,96.07,110.52,110.19,73.22,90.31,101.43,75.21,57.49,95.61,38.06,34.16,39.45,12.82,111.02,50.47,12.65
07.01.1840 06:15:00,67.48,41.29,63.27,101.98,83.60,76.40,90.24,45.66,74.01,101.77,78.99,96.70,108.51,72.51,79.81,95.98,89.07,76.93,96.71,59.62,85.46,41.19,65.97,111.94,105.37,113.43,102.73
